domain,visits,pageviews,users,pageviews_per_session,avg_session_duration,exits
unwritten-record.blogs.archives.gov,11366,11366,7956,1,7.700246349,10230
usagm.gov,11366,17050,11366,1.500087982,54.40172444,11366
ustda.gov,11366,34099,7956,3.000087982,110.0035193,11366
whiteman.af.mil,11366,15913,6820,1.400052789,4.000087982,11366
wilmington.va.gov,11366,21596,5683,1.900052789,117.2037656,12503
www7.ncdc.noaa.gov,11366,140943,5683,12.40040472,469.115168,13640
18f.gsa.gov,10230,34099,10230,3.333235582,296.3255132,10230
aidv-nccd-bdep.cdc.gov,10230,10230,10230,1,0,10230
airforce.usajobs.gov,10230,75018,10230,7.33313783,391.2119257,11366
askebsa.dol.gov,10230,28416,9093,2.77771261,146.9960899,11366
aviano.af.mil,10230,15913,10230,1.555522972,8.888660802,10230
blog.dol.gov,10230,12503,10230,1.222189638,27.6659824,11366
cancercontrol.cancer.gov,10230,18186,10230,1.77771261,454.4324536,10230
candp.marines.mil,10230,18186,9093,1.77771261,0,12503
caribbean.va.gov,10230,25006,6820,2.444379277,233.216129,10230
casey.armymwr.com,10230,11366,5683,1.111045943,29.33255132,10230
centralalabama.va.gov,10230,12503,7956,1.222189638,10.11085044,11366
cherrypoint.marines.mil,10230,15913,10230,1.555522972,229.1050831,10230
cmgds.marine.usgs.gov,10230,26143,1137,2.555522972,809.2008798,4547
cneos.jpl.nasa.gov,10230,15913,10230,1.555522972,15.22179863,12503
collegedrinkingprevention.gov,10230,10230,9093,1,0,10230
coralreefwatch.noaa.gov,10230,34099,4547,3.333235582,233.4383187,10230
data.nal.usda.gov,10230,27279,9093,2.666568915,104.7749756,7956
dj.usembassy.gov,10230,21596,5683,2.111045943,129.5521017,10230
dw.opm.gov,10230,44329,6820,4.333235582,68.88709677,10230
eisenhowermemorial.gov,10230,19323,6820,1.888856305,39.6655914,10230
georgewbushlibrary.smu.edu,10230,19323,9093,1.888856305,86.44213099,10230
grafenwoehr.armymwr.com,10230,14776,6820,1.444379277,33.11026393,10230
history.amedd.army.mil,10230,11366,9093,1.111045943,0.333333333,10230
holloman.af.mil,10230,18186,9093,1.77771261,86.33108504,10230
hudsonvalley.va.gov,10230,11366,9093,1.111045943,4.55542522,10230
humphreys.armymwr.com,10230,18186,6820,1.77771261,30.11036168,10230
il.ngb.army.mil,10230,29553,6820,2.888856305,186.3284457,10230
iowacity.va.gov,10230,18186,9093,1.77771261,122.6634409,11366
irwin.armymwr.com,10230,12503,5683,1.222189638,8.444183773,10230
jackson.va.gov,10230,12503,7956,1.222189638,24.22160313,9093
join.tts.gsa.gov,10230,18186,6820,1.77771261,78.10909091,10230
kunsan.af.mil,10230,17050,2273,1.666666667,397.1006843,10230
m.va.gov,10230,13640,5683,1.333333333,13.44408602,9093
marine-md.weather.gov,10230,12503,6820,1.222189638,3.55542522,10230
martinsburg.va.gov,10230,17050,6820,1.666666667,56.22072336,10230
math.nist.gov,10230,17050,10230,1.666666667,70.33147605,10230
mcieast.marines.mil,10230,18186,9093,1.77771261,29.77702835,10230
mk.usembassy.gov,10230,29553,7956,2.888856305,157.4402737,10230
mountainhome.af.mil,10230,19323,6820,1.888856305,89.33098729,11366
nationalblueribbonschools.ed.gov,10230,29553,9093,2.888856305,70.55366569,10230
ninr.nih.gov,10230,28416,9093,2.77771261,468.3210166,7956
nr.research.gov,10230,30689,7956,2.999902248,79.55347019,9093
or.water.usgs.gov,10230,11366,10230,1.111045943,1.333333333,10230
phoenix.va.gov,10230,12503,11366,1.222189638,18.99951124,9093
photolib.noaa.gov,10230,85248,5683,8.33313783,837.5335288,10230
pittsburgh.afrc.af.mil,10230,22733,5683,2.222189638,253.5488759,9093
pmf.gov,10230,38646,9093,3.77771261,269.3261975,10230
profiles.nlm.nih.gov,10230,22733,7956,2.222189638,62.55386119,9093
scienceandtechnology.jpl.nasa.gov,10230,15913,9093,1.555522972,136.6630499,11366
search.commerce.gov,10230,19323,6820,1.888856305,121.5523949,9093
seymourjohnson.af.mil,10230,15913,5683,1.555522972,8.555327468,10230
sigar.mil,10230,19323,9093,1.888856305,155.9958944,10230
sill.armymwr.com,10230,21596,10230,2.111045943,31.99912023,10230
sl.usembassy.gov,10230,15913,6820,1.555522972,92.1086999,10230
smap.jpl.nasa.gov,10230,31826,6820,3.111045943,393.7674487,9093
spdf.gsfc.nasa.gov,10230,5683,2273,0.555522972,173.9954057,5683
usatrade.census.gov,10230,17050,10230,1.666666667,95.10860215,7956
usun.usmission.gov,10230,14776,9093,1.444379277,4.777614858,10230
vaforvets.va.gov,10230,14776,11366,1.444379277,32.99912023,10230
vsac.nlm.nih.gov,10230,12503,3410,1.222189638,39.11006843,10230
winn.amedd.army.mil,10230,17050,7956,1.666666667,44.77663734,10230
women.smokefree.gov,10230,14776,10230,1.444379277,20.77722385,10230
16af.af.mil,9093,13640,9093,1.500054987,147.1264709,9093
1stmaw.marines.mil,9093,20459,7956,2.249972506,37.25041241,9093
3rdmardiv.marines.mil,9093,11366,7956,1.249972506,29.00032992,9093
answers.usgs.gov,9093,14776,11366,1.624986253,67.75068734,10230
arcr.niaaa.nih.gov,9093,30689,9093,3.375013747,52.62553613,7956
armydentalcorps.amedd.army.mil,9093,9093,3410,1,1.500054987,9093
armytenmiler.com,9093,13640,7956,1.500054987,28.12526119,9093
augusta.va.gov,9093,25006,4547,2.750027494,130.5013747,11366
badgeofbravery.ncjrs.gov,9093,56832,7956,6.250082481,389.2540416,7956
blog.usaid.gov,9093,10230,9093,1.125041241,55.12559111,7956
build.export.gov,9093,40919,5683,4.500054987,154.1265809,7956
carlisle.armymwr.com,9093,13640,2273,1.500054987,59.25063235,7956
centraliowa.va.gov,9093,29553,7956,3.250082481,100.3760035,10230
chicago.va.gov,9093,13640,10230,1.500054987,30.37534367,9093
cmls.gsa.gov,9093,20459,5683,2.249972506,370.1287804,6820
co-ops.nos.noaa.gov,9093,12503,7956,1.375013747,3.875068734,9093
ctip.defense.gov,9093,17050,5683,1.875068734,178.1268008,7956
cybercom.mil,9093,19323,5683,2.125041241,106.5011547,9093
data.nasa.gov,9093,34099,5683,3.750027494,220.5022545,9093
datamapper.geo.census.gov,9093,10230,9093,1.125041241,198.3771033,7956
dyess.af.mil,9093,12503,7956,1.375013747,14.50016496,9093
fairchild.af.mil,9093,10230,7956,1.125041241,0,10230
foreignassistance.gov,9093,30689,7956,3.375013747,294.2530518,9093
frtr.gov,9093,13640,4547,1.500054987,21.12526119,9093
fsitraining.state.gov,9093,13640,6820,1.500054987,333.878478,9093
heal.nih.gov,9093,13640,5683,1.500054987,559.2558012,6820
healthquality.va.gov,9093,20459,11366,2.249972506,268.1277906,7956
idcfars.bls.gov,9093,46602,7956,5.125041241,344.2536017,9093
idcfoes.bls.gov,9093,15913,7956,1.750027494,262.0027494,9093
idp.int.identitysandbox.gov,9093,12503,9093,1.375013747,30.25030243,9093
iimef.marines.mil,9093,17050,7956,1.875068734,32.87528868,9093
j1visawaiverstatus.state.gov,9093,25006,6820,2.750027494,115.8761685,6820
jackson.armymwr.com,9093,13640,5683,1.500054987,43.62542615,9093
japan.marines.mil,9093,14776,6820,1.624986253,15.6252062,9093
knox.armymwr.com,9093,13640,7956,1.500054987,196.3769933,10230
lexington.va.gov,9093,11366,7956,1.249972506,99.87605851,9093
losangeles.af.mil,9093,14776,9093,1.624986253,148.6265259,9093
lrb.usace.army.mil,9093,11366,2273,1.249972506,258.1276806,6820
marcorsyscom.marines.mil,9093,17050,9093,1.875068734,53.12559111,7956
marsfrs.rdc.noaa.gov,9093,21596,1137,2.375013747,149.6265259,9093
maxwell.af.mil,9093,17050,10230,1.875068734,81.37589354,10230
moody.af.mil,9093,9093,9093,1,1.875068734,9093
mytravel.state.gov,9093,29553,10230,3.250082481,389.8790278,17050
nap.usace.army.mil,9093,11366,7956,1.249972506,26.75024744,9093
navcms.dma.mil,9093,69335,1137,7.625096228,419.004289,9093
ncsacw.samhsa.gov,9093,9093,7956,1,19.12515122,9093
nepassisttool.epa.gov,9093,23869,4547,2.624986253,12.75013747,15913
ngbpdc.ngb.army.mil,9093,20459,7956,2.249972506,116.0012097,9093
northcom.mil,9093,145490,4547,16.00021995,157.0016496,9093
nsep.gov,9093,12503,5683,1.375013747,37.75035742,9093
nutrition.va.gov,9093,22733,6820,2.500054987,355.6287254,6820
nwk.usace.army.mil,9093,20459,4547,2.249972506,1.624986253,9093
ohrp.cit.nih.gov,9093,37509,5683,4.125041241,98.25096228,9093
oklahoma.va.gov,9093,12503,9093,1.375013747,60.87561861,7956
omniweb.gsfc.nasa.gov,9093,54559,4547,6.000109975,368.3787529,6820
opportunityzones.hud.gov,9093,39782,3410,4.375013747,396.1291103,9093
oprm.va.gov,9093,30689,12503,3.375013747,71.50071484,11366
orwh.od.nih.gov,9093,28416,7956,3.125041241,293.7529968,7956
osmre.gov,9093,13640,7956,1.500054987,171.5018146,7956
pacaf.af.mil,9093,34099,9093,3.750027494,312.5032443,9093
pds.jpl.nasa.gov,9093,29553,1137,3.250082481,18.3752337,10230
presidio.armymwr.com,9093,9093,7956,1,18.6252062,9093
prologue.blogs.archives.gov,9093,12503,9093,1.375013747,86.37589354,10230
providence.va.gov,9093,26143,12503,2.875068734,500.5052238,12503
publications.usace.army.mil,9093,28416,10230,3.125041241,126.0013197,9093
questions.nationalservice.gov,9093,21596,6820,2.375013747,86.87594853,7956
rethinkingdrinking.niaaa.nih.gov,9093,43192,6820,4.750027494,111.3761135,10230
riley.armymwr.com,9093,11366,9093,1.249972506,0,9093
sanfrancisco.va.gov,9093,20459,10230,2.249972506,39.37545365,11366
search.navy.mil,9093,31826,7956,3.500054987,58.75057737,6820
siouxfalls.va.gov,9093,21596,7956,2.375013747,57.12559111,9093
spl.usace.army.mil,9093,29553,5683,3.250082481,274.1277906,10230
swt.usace.army.mil,9093,23869,9093,2.624986253,219.0023095,9093
transition.fec.gov,9093,18186,9093,2,16.50016496,9093
usafe.af.mil,9093,15913,7956,1.750027494,26.00021995,7956
ut.ng.mil,9093,23869,7956,2.624986253,66.87572858,9093
womenshealth.va.gov,9093,26143,10230,2.875068734,103.126031,11366
www-istp.gsfc.nasa.gov,9093,11366,9093,1.249972506,3.624986253,10230
59mdw.af.mil,7956,13640,6820,1.714429361,119.4353947,7956
acms.research.gov,7956,100024,4547,12.57214681,460.0263952,5683
albany.va.gov,7956,7956,7956,1,0,7956
appel.nasa.gov,7956,21596,7956,2.714429361,80.57604324,9093
asafm.army.mil,7956,19323,5683,2.428733032,243.5854701,7956
atterburymuscatatuck.in.ng.mil,7956,10230,3410,1.285822021,158.2948718,7956
awg.army.mil,7956,26143,4547,3.285947712,431.4533685,7956
bedford.va.gov,7956,13640,5683,1.714429361,73.43275515,6820
bz.usembassy.gov,7956,9093,3410,1.142911011,9.429110106,7956
cdaweb.gsfc.nasa.gov,7956,25006,4547,3.143036702,21.71556058,7956
cfm.va.gov,7956,9093,7956,1.142911011,5.857466063,7956
choose.va.gov,7956,7956,7956,1,0,7956
cic.ndu.edu,7956,31826,6820,4.000251383,173.581448,10230
cincinnati.va.gov,7956,25006,9093,3.143036702,154.4374057,7956
cms.nps.gov,7956,28416,3410,3.571644042,638.4653092,7956
community.lincs.ed.gov,7956,29553,6820,3.714555053,78.57591755,7956
cw.usconsulate.gov,7956,28416,7956,3.571644042,172.1527149,7956
dea.usajobs.gov,7956,12503,9093,1.571518351,228.2988939,4547
disasters.nasa.gov,7956,23869,6820,3.000125691,253.8716692,6820
diversity.va.gov,7956,7956,7956,1,5.428858723,7956
eden.ed.gov,7956,146626,2273,18.42961287,895.1943188,7956
eielson.af.mil,7956,10230,7956,1.285822021,10.42911011,9093
estta.uspto.gov,7956,38646,3410,4.857466063,165.5809452,7956
eyes.jpl.nasa.gov,7956,52285,35236,6.571769734,54.28883861,23869
frederick.cancer.gov,7956,17050,9093,2.143036702,238.728004,7956
gcmd.nasa.gov,7956,14776,4547,1.857214681,80.1474359,5683
gm.usembassy.gov,7956,11366,6820,1.42860734,49.71719457,7956
hawaiihumpbackwhale.noaa.gov,7956,21596,7956,2.714429361,266.586727,7956
healthit.ahrq.gov,7956,7956,4547,1,0,7956
home.dotgov.gov,7956,15913,6820,2.000125691,299.160005,7956
hoover.archives.gov,7956,19323,7956,2.428733032,93.7197084,7956
ibwc.gov,7956,25006,6820,3.143036702,69.86111111,7956
jfsc.ndu.edu,7956,15913,7956,2.000125691,87.14781297,7956
lakenheath.af.mil,7956,15913,7956,2.000125691,44.7168175,7956
lee.armymwr.com,7956,7956,6820,1,1.714429361,7956
library.noaa.gov,7956,10230,5683,1.285822021,11.28632479,7956
locator.aids.gov,7956,9093,7956,1.142911011,17.00100553,7956
lta.cr.usgs.gov,7956,7956,7956,1,305.3032931,4547
mccoy.armymwr.com,7956,13640,6820,1.714429361,41.7166918,6820
montereybay.noaa.gov,7956,11366,7956,1.42860734,11.57214681,7956
mw.usembassy.gov,7956,11366,4547,1.42860734,16.42948718,7956
nap.nwcg.gov,7956,12503,6820,1.571518351,54.71744595,7956
nihrecord.nih.gov,7956,32962,7956,4.143036702,122.8642534,7956
nist.time.gov,7956,7956,7956,1,0,7956
ntis.gov,7956,9093,6820,1.142911011,20.71543489,7956
ntwc.ncep.noaa.gov,7956,7956,3410,1,0,7956
oalj.dol.gov,7956,27279,4547,3.428733032,237.728004,7956
oese.ed.gov,7956,36372,4547,4.571644042,9.572021116,9093
oha.ed.gov,7956,28416,1137,3.571644042,195.2968829,7956
pa.ng.mil,7956,13640,5683,1.714429361,285.7306435,7956
papahanaumokuakea.gov,7956,31826,7956,4.000251383,81.57616893,7956
pfpa.mil,7956,28416,6820,3.571644042,228.2988939,7956
poh.usace.army.mil,7956,40919,2273,5.143162393,1168.21003,7956
psob.bja.ojp.gov,7956,98887,3410,12.4292358,388.5937657,7956
recoverymonth.gov,7956,7956,5683,1,0,7956
resilience.af.mil,7956,13640,6820,1.714429361,21.00125691,9093
sd.usembassy.gov,7956,20459,6820,2.571518351,67.43250377,7956
sealevel.jpl.nasa.gov,7956,11366,7956,1.42860734,5.428858723,7956
seasonaljobs.dol.gov,7956,34099,3410,4.285947712,587.4622926,7956
solarsystem1.jpl.nasa.gov,7956,82974,5683,10.42911011,1059.203746,7956
stats.bls.gov,7956,17050,9093,2.143036702,118.2924837,10230
syracuse.va.gov,7956,10230,6820,1.285822021,27.43011564,7956
test.healthcare.gov,7956,44329,7956,5.571769734,67.7182001,7956
thunderbay.noaa.gov,7956,14776,6820,1.857214681,27.28733032,7956
uat0.healthcare.gov,7956,10230,1137,1.285822021,2.571518351,7956
usarj.army.mil,7956,7956,6820,1,7.428984414,7956
useu.usmission.gov,7956,26143,5683,3.285947712,258.5863499,7956
vcss.ocfo.gsa.gov,7956,10230,3410,1.285822021,149.8657617,7956
volunteer.va.gov,7956,21596,6820,2.714429361,443.453997,9093
wvs.earthdata.nasa.gov,7956,10230,3410,1.285822021,41.14517345,7956
yokota.af.mil,7956,18186,6820,2.285822021,382.7362996,7956
100samfrontendaltminc.apps.prod-iae.bsp.gsa.gov,6820,53422,3410,7.83313783,179.9953079,6820
1stmlg.marines.mil,6820,15913,6820,2.333284457,103.8306452,5683
3rdmaw.marines.mil,6820,13640,7956,2,25.6659824,6820
afadvantage.gov,6820,18186,2273,2.666568915,216.6609971,6820
afgsc.af.mil,6820,9093,6820,1.333284457,47.49868035,6820
apfs.dhs.gov,6820,19323,5683,2.833284457,73.99809384,6820
applicationmanager.gov,6820,14776,6820,2.166568915,90.66422287,6820
archive.usgs.gov,6820,13640,7956,2,238.3271261,9093
armycivilianservice.usajobs.gov,6820,52285,6820,7.666422287,217.9942815,3410
arnold.af.mil,6820,12503,5683,1.833284457,324.3247801,6820
asd.gsfc.nasa.gov,6820,11366,6820,1.666568915,8.166422287,6820
battlecreek.va.gov,6820,18186,7956,2.666568915,34.16583578,9093
beale.af.mil,6820,9093,6820,1.333284457,3.666568915,6820
betobaccofree.hhs.gov,6820,14776,6820,2.166568915,189.6617302,6820
bi.usembassy.gov,6820,27279,3410,3.999853372,175.9953079,6820
blackhills.va.gov,6820,13640,6820,2,152.8293255,6820
bmtflightphotos.af.mil,6820,156856,6820,22.99941349,477.6541056,6820
boise.va.gov,6820,7956,6820,1.166568915,5.666568915,6820
business.defense.gov,6820,13640,5683,2,46.16539589,6820
centralwesternmass.va.gov,6820,9093,7956,1.333284457,4.166568915,7956
cfmedicine.nlm.nih.gov,6820,7956,5683,1.166568915,174.828739,6820
chillicothe.va.gov,6820,12503,3410,1.833284457,75.3313783,6820
clintonwhitehouse4.archives.gov,6820,7956,6820,1.166568915,233.3271261,6820
datawarehouse.hrsa.gov,6820,18186,5683,2.666568915,32.66583578,6820
dsld.nlm.nih.gov,6820,36372,7956,5.33313783,44.33211144,6820
dsp.dla.mil,6820,10230,6820,1.5,22.66612903,6820
dvbic.dcoe.mil,6820,6820,6820,1,12.66627566,6820
edit.dol.gov,6820,14776,6820,2.166568915,16.16627566,6820
epss.ahrq.gov,6820,19323,5683,2.833284457,161.3290323,6820
fargo.va.gov,6820,23869,5683,3.499853372,47.16539589,11366
forms.niddk.nih.gov,6820,27279,4547,3.999853372,198.9947214,5683
gmao.gsfc.nasa.gov,6820,26143,6820,3.833284457,47.49868035,5683
historycollection.jsc.nasa.gov,6820,11366,6820,1.666568915,136.3297654,6820
homestead.afrc.af.mil,6820,12503,6820,1.833284457,216.327566,6820
in.ng.mil,6820,17050,6820,2.5,102.9973607,6820
incirlik.af.mil,6820,14776,5683,2.166568915,105.3304985,6820
inss.ndu.edu,6820,7956,4547,1.166568915,6.166568915,6820
it.ojp.gov,6820,6820,5683,1,4.999853372,6820
iwr.usace.army.mil,6820,19323,5683,2.833284457,190.8282991,5683
jpss.noaa.gov,6820,11366,5683,1.666568915,61.16510264,5683
landsatlook.usgs.gov,6820,20459,5683,2.999853372,88.49765396,5683
leavenworth.va.gov,6820,6820,3410,1,26.33269795,6820
lehd.ces.census.gov,6820,20459,5683,2.999853372,39.83225806,6820
lookforwatersense.epa.gov,6820,13640,3410,2,410.6558651,7956
march.afrc.af.mil,6820,7956,5683,1.166568915,43.33225806,6820
marion.va.gov,6820,9093,5683,1.333284457,68.33152493,5683
marketingexpress.irs.gov,6820,11366,9093,1.666568915,162.3290323,3410
mcdonald.nrmc.amedd.army.mil,6820,13640,2273,2,81.83123167,6820
mchb.hrsa.gov,6820,30689,7956,4.499853372,92.83093842,10230
mda.mil,6820,28416,5683,4.166568915,188.8282991,6820
mping.nssl.noaa.gov,6820,7956,5683,1.166568915,5.83313783,6820
muskogee.va.gov,6820,14776,7956,2.166568915,12.49970674,9093
mvn.usace.army.mil,6820,18186,5683,2.666568915,48.66539589,6820
nasajobs.nasa.gov,6820,20459,12503,2.999853372,14.99956012,11366
nccoe.nist.gov,6820,6820,5683,1,0,6820
ne.usembassy.gov,6820,22733,4547,3.333284457,295.9922287,6820
nowcoast.noaa.gov,6820,12503,9093,1.833284457,117.1636364,6820
obamalibrary.gov,6820,7956,6820,1.166568915,4.333284457,6820
ocrdata.ed.gov,6820,6820,5683,1,0,6820
oig.dol.gov,6820,11366,6820,1.666568915,64.49824047,6820
om.usembassy.gov,6820,19323,9093,2.833284457,33.83240469,7956
open.defense.gov,6820,7956,6820,1.166568915,4.999853372,6820
ott.nih.gov,6820,15913,6820,2.333284457,142.6629032,5683
patientsafety.va.gov,6820,10230,4547,1.5,42.83225806,5683
performance.gov,6820,6820,5683,1,0,6820
pert.cftc.gov,6820,48875,2273,7.166422287,602.6507331,7956
philadelphia.va.gov,6820,7956,7956,1.166568915,0,6820
project-open-data.cio.gov,6820,6820,5683,1,0,6820
publicaccess.nih.gov,6820,11366,7956,1.666568915,112.4970674,4547
pubs.giss.nasa.gov,6820,9093,6820,1.333284457,82.49780059,6820
pueblo.gpo.gov,6820,54559,6820,7.999853372,125.9966276,6820
recruiting.af.mil,6820,6820,5683,1,0,6820
saginaw.va.gov,6820,6820,6820,1,1.333284457,6820
sealevel.nasa.gov,6820,15913,5683,2.333284457,54.83181818,7956
search.epa.gov,6820,112527,79565,16.49956012,41.99882698,25006
search.us-cert.gov,6820,17050,4547,2.5,26.99926686,4547
sideshow.jpl.nasa.gov,6820,18186,4547,2.666568915,180.4953079,6820
space.commerce.gov,6820,12503,4547,1.833284457,118.3302053,6820
state.usajobs.gov,6820,70471,7956,10.3329912,988.8073314,5683
stratcom.mil,6820,22733,6820,3.333284457,205.1612903,6820
strbase.nist.gov,6820,13640,6820,2,557.1520528,6820
stuttgart.armymwr.com,6820,12503,4547,1.833284457,50.33196481,5683
surveillance.cancer.gov,6820,12503,6820,1.833284457,245.3268328,5683
sz.usembassy.gov,6820,10230,4547,1.5,55.16524927,6820
tfm.fiscal.treasury.gov,6820,11366,4547,1.666568915,284.3258065,5683
trec.nist.gov,6820,11366,3410,1.666568915,20.66612903,6820
tucson.va.gov,6820,14776,7956,2.166568915,90.83093842,5683
uscis.usajobs.gov,6820,27279,4547,3.999853372,596.4843109,2273
va.usembassy.gov,6820,6820,6820,1,7.83313783,6820
visn2.va.gov,6820,6820,4547,1,23.99941349,5683
warrelatedillness.va.gov,6820,9093,6820,1.333284457,33.83240469,6820
ws.usembassy.gov,6820,7956,6820,1.166568915,4.333284457,6820
www-robotics.jpl.nasa.gov,6820,10230,6820,1.5,21.16612903,6820
129rqw.ang.af.mil,5683,4547,2273,0.800105578,42.20130213,4547
144fw.ang.af.mil,5683,15913,4547,2.800105578,24.80080943,5683
15wing.af.mil,5683,5683,5683,1,0,5683
21tsc.army.mil,5683,6820,4547,1.200070385,28.00087982,5683
445aw.afrc.af.mil,5683,5683,5683,1,0,5683
6thmarines.marines.mil,5683,17050,5683,3.000175963,27.60091501,5683
aberdeen.armymwr.com,5683,14776,5683,2.600035193,48.20147809,5683
acquisitionacademy.va.gov,5683,6820,5683,1.200070385,26.00087982,5683
actev.nist.gov,5683,72745,1137,12.8004575,627.0202358,5683
afdw.af.mil,5683,6820,4547,1.200070385,32.20112617,4547
akama.arc.nasa.gov,5683,37509,3410,6.600211156,86.80274503,5683
alcoholpolicy.niaaa.nih.gov,5683,5683,4547,1,0,5683
altoona.va.gov,5683,5683,4547,1,6.800281541,5683
amsc.amedd.army.mil,5683,6820,1137,1.200070385,26.40084462,3410
ares.jsc.nasa.gov,5683,17050,4547,3.000175963,106.2034137,5683
barksdale.af.mil,5683,6820,5683,1.200070385,9.000351927,5683
baumholder.armymwr.com,5683,10230,3410,1.800105578,256.2083407,5683
bf.usembassy.gov,5683,26143,3410,4.600211156,327.8106634,5683
bigspring.va.gov,5683,12503,3410,2.200070385,35.60109097,6820
bj.usembassy.gov,5683,21596,5683,3.800105578,62.20200598,5683
blogs-origin.cdc.gov,5683,17050,5683,3.000175963,533.4172092,4547
bts.dot.gov,5683,5683,5683,1,334.2108042,4547
bw.usembassy.gov,5683,11366,3410,2,50.80168925,5683
c6f.navy.mil,5683,5683,5683,1,0,5683
calendar.niehs.nih.gov,5683,5683,5683,1,0,5683
cannon.af.mil,5683,7956,5683,1.399964807,26.60091501,5683
cas.niddk.nih.gov,5683,30689,1137,5.400140771,409.6132324,5683
cascom.army.mil,5683,6820,5683,1.200070385,31.60109097,5683
chesapeakebay.noaa.gov,5683,6820,4547,1.200070385,89.00281541,5683
classic.fec.gov,5683,21596,4547,3.800105578,156.0051029,5683
clintonwhitehouse2.archives.gov,5683,12503,3410,2.200070385,78.20253387,5683
clintonwhitehouse5.archives.gov,5683,5683,4547,1,0,5683
coatesville.va.gov,5683,6820,5683,1.200070385,147.6047862,5683
code.nasa.gov,5683,11366,5683,2,35.00105578,4547
columbus.va.gov,5683,6820,4547,1.200070385,3.800105578,5683
comments.cftc.gov,5683,17050,11366,3.000175963,0,10230
data.nodc.noaa.gov,5683,6820,5683,1.200070385,79.60249868,3410
data.usgs.gov,5683,6820,4547,1.200070385,78.80256907,3410
datalab.usaspending.gov,5683,13640,4547,2.400140771,115.40366,7956
dcips.defense.gov,5683,7956,4547,1.399964807,37.40119655,5683
dietassessmentprimer.cancer.gov,5683,18186,6820,3.200070385,195.0063347,6820
diver.orr.noaa.gov,5683,6820,2273,1.200070385,56.80186521,5683
dobbins.afrc.af.mil,5683,10230,6820,1.800105578,7.400316734,6820
ellsworth.af.mil,5683,6820,5683,1.200070385,5.000175963,5683
enrollmentcenter.medicare.gov,5683,12503,3410,2.200070385,69.00228752,5683
eservices.archives.gov,5683,136396,25006,24.00070385,269.8087278,17050
ethics.usda.gov,5683,7956,4547,1.399964807,76.00246349,5683
fresno.va.gov,5683,7956,4547,1.399964807,12.20042231,5683
geneva.usmission.gov,5683,5683,5683,1,0,5683
grandforks.af.mil,5683,5683,3410,1,0,5683
hamilton.armymwr.com,5683,10230,4547,1.800105578,195.6063699,5683
healthyeating.nhlbi.nih.gov,5683,27279,7956,4.800105578,156.4050677,6820
hsric.nlm.nih.gov,5683,5683,5683,1,142.2046454,4547
huachuca.armymwr.com,5683,6820,5683,1.200070385,7.400316734,5683
idmanagement.gov,5683,7956,5683,1.399964807,20.80063347,5683
incidentnews.noaa.gov,5683,5683,3410,1,0,5683
indianaffairs.gov,5683,15913,5683,2.800105578,189.4061235,5683
ironmountain.va.gov,5683,14776,6820,2.600035193,60.80204118,6820
jnlwp.defense.gov,5683,28416,5683,5.000175963,91.60302657,5683
leavenworth.armymwr.com,5683,14776,4547,2.600035193,38.20130213,5683
leonardwood.armymwr.com,5683,7956,5683,1.399964807,224.8073201,4547
lrp.usace.army.mil,5683,11366,3410,2,149.4048918,6820
lu.usembassy.gov,5683,10230,5683,1.800105578,56.20183002,4547
mag29.marines.mil,5683,89794,2273,15.8004575,175.605666,5683
mcchord.af.mil,5683,7956,5683,1.399964807,43.80133732,5683
medpix.nlm.nih.gov,5683,5683,3410,1,3.400140771,5683
militaryconsumer.gov,5683,12503,5683,2.200070385,65.80204118,5683
millionhearts.hhs.gov,5683,5683,5683,1,0,5683
miramar.marines.mil,5683,5683,4547,1,0,5683
moncrief.amedd.army.mil,5683,5683,5683,1,7.200246349,5683
my.usgs.gov,5683,23869,5683,4.200070385,453.2146753,4547
nasapeople.nasa.gov,5683,11366,3410,2,7.200246349,5683
ncsesdata.nsf.gov,5683,31826,4547,5.600211156,39.00123174,6820
nefsc.noaa.gov,5683,19323,6820,3.400140771,321.8104874,6820
newjersey.va.gov,5683,7956,5683,1.399964807,4.400140771,6820
nssdc.gsfc.nasa.gov,5683,22733,7956,4.000175963,334.0107338,6820
nwd.usace.army.mil,5683,5683,5683,1,15.4004927,5683
nwfsc.noaa.gov,5683,28416,5683,5.000175963,161.8052085,4547
odni.gov,5683,6820,3410,1.200070385,29.8009854,4547
openforest.fs.usda.gov,5683,10230,2273,1.800105578,12.00035193,5683
partnerships.usaid.gov,5683,11366,2273,2,28.8009854,5683
poa.usace.army.mil,5683,5683,1137,1,2.800105578,5683
poolsafely.gov,5683,9093,5683,1.600035193,49.80168925,5683
poplarbluff.va.gov,5683,9093,5683,1.600035193,27.60091501,6820
prevention.cancer.gov,5683,6820,4547,1.200070385,90.80292099,5683
resources.data.gov,5683,19323,3410,3.400140771,20.20059828,5683
robins.af.mil,5683,5683,5683,1,73.00228752,5683
search.gov,5683,27279,3410,4.800105578,325.2104522,5683
search.indianaffairs.gov,5683,6820,5683,1.200070385,29.00087982,5683
search.medicare.gov,5683,13640,3410,2.400140771,32.00105578,3410
sep.va.gov,5683,5683,4547,1,0,5683
sigtarp.gov,5683,10230,4547,1.800105578,180.2058772,5683
spa.usace.army.mil,5683,28416,1137,5.000175963,539.0174204,4547
spk.usace.army.mil,5683,11366,5683,2,114.40366,4547
starport.jsc.nasa.gov,5683,30689,4547,5.400140771,330.610769,6820
